Date,Open,High,Low,Close,Volume
2009-07-31,8447.53,9246.43,8087.19,9171.61,4902335492
2009-08-31,9173.65,9628.77,9116.52,9496.28,4042188535
2009-09-30,9492.32,9917.99,9252.93,9712.28,4478504685
2009-10-30,9711.6,10119.5,9430.46,9712.73,5151146842
2009-11-30,9712.13,10495.6,9678.95,10344.8,3813529922
2009-12-31,10343.8,10580.3,10235.6,10428,4174011218
2010-01-29,10430.7,10729.8,10043.8,10067.3,4388026634
2010-02-26,10069,10438.5,9835.09,10325.3,4279668738
2010-03-31,10326.1,10955.5,10326.1,10856.6,4355611517
2010-04-30,10857.3,11258,10844.1,11008.6,4237511255
2010-05-31,11009.6,11177.7,9774.48,10136.6,5605683456
2010-06-30,10133.9,10594.2,9753.84,9774.02,4941688684
2010-07-30,9773.27,10585,9614.32,10465.9,4199014665
2010-08-31,10468.8,10719.94,9936.62,10014.72,4081344058
2010-09-30,10016.01,10948.88,10016.01,10788.05,3764965610
2010-10-29,10789.72,11247.6,10711.12,11118.49,3787264851
2010-11-30,11120.3,11451.53,10929.28,11006.02,3808125402
2010-12-31,11007.23,11625,11007.23,11577.51,3253319684
2011-01-31,11577.43,12020.52,11573.87,11891.93,3681744272
2011-02-28,11892.5,12391.29,11892.5,12226.34,3220478620
2011-03-31,12226.49,12383.46,11555.48,12319.73,3851824889
2011-04-29,12321.02,12832.83,12093.89,12810.54,3321114294
2011-05-31,12810.16,12876,12309.52,12569.79,3578011273
2011-06-30,12569.41,12569.49,11862.53,12414.34,3876448867
2011-07-29,12412.07,12753.89,12083.45,12143.24,3070041318
2011-08-31,12144.22,12282.42,10604.07,11613.53,6188864691
2011-09-30,11613.3,11716.84,10597.14,10913.38,4396505126
2011-10-31,10912.1,12284.31,10404.49,11955.01,3907750464
2011-11-30,11951.53,12187.51,11231.56,12045.68,3392029438
2011-12-30,12046.21,12328.47,11735.19,12217.56,3147686104
2012-01-31,12221.19,12841.95,12221.19,12632.91,2985259034
2012-02-29,12632.76,13055.75,12632.76,12952.07,2715759256
2012-03-30,12952.29,13289.08,12734.86,13212.04,3206254624
2012-04-30,13211.36,13297.11,12710.56,13213.63,2589863440
2012-05-31,13214.16,13338.66,12311.56,12393.45,3053335704
2012-06-29,12391.56,12898.94,12035.09,12880.09,2921381080
2012-07-31,12879.71,13128.64,12492.25,13008.68,2445827432
2012-08-31,13007.47,13330.76,12778.9,13090.84,1753508288
2012-09-28,13092.15,13653.24,12977.09,13437.13,2576023225
2012-10-31,13437.66,13661.87,13039.86,13096.46,2474356528
2012-11-30,13099.19,13290.75,12471.49,13025.58,2685636776
2012-12-31,13027.73,13365.86,12883.89,13104.14,2666976408
2013-01-31,13104.3,13969.99,13104.3,13860.58,2787270128
2013-02-28,13860.58,14149.15,13784.01,14054.49,2490243880
2013-03-29,14054.49,14585.1,13937.6,14578.54,2546588736
2013-04-30,14578.54,14887.51,14434.43,14839.8,2921359544
2013-05-31,14839.8,15542.4,14687.05,15115.57,2773132432
2013-06-28,15123.55,15340.09,14551.27,14909.6,2929583760
2013-07-31,14911.6,15634.32,14858.93,15499.54,2574668888
2013-08-30,15503.85,15658.43,14760.41,14810.31,2332090866
2013-09-30,14801.55,15709.58,14777.48,15129.67,2371713232
2013-10-31,15132.49,15721,14719.43,15545.75,2207766048
2013-11-29,15558.01,16174.51,15522.18,16086.41,1821575428
2013-12-31,16087.12,16588.25,15703.79,16576.66,2057590344
2014-01-31,16572.17,16573.07,15617.55,15698.85,2178618104
2014-02-28,15697.69,16398.95,15340.69,16321.71,2069116384
2014-03-31,16321.71,16505.7,16046.99,16457.66,2096300160
2014-04-30,16457.66,16631.47,16015.32,16580.84,1988108520
2014-05-30,16580.84,16735.35,16341.43,16705.45,1645210496
2014-06-30,16705.45,16977.85,16674.23,16826.6,1754229284
2014-07-31,16826.6,17151.36,16563.3,16563.3,1691439988
2014-08-29,16563.3,17153.8,16334.67,17098.45,1483691768
2014-09-30,17098.45,17350.64,16934.43,17042.9,1870609232
2014-10-31,17040.46,17395.54,15855.12,17390.52,2313423493
2014-11-28,17390.9,17894.83,17278.36,17828.24,1516495183
2014-12-31,17827.27,18103.45,17067.59,17823.07,2217010716
2015-01-30,17823.07,17951.78,17136.3,17164.95,2173990171
2015-02-27,17169.99,18244.38,17037.76,18132.7,1751783672
2015-03-31,18134.05,18288.63,17579.27,17776.12,2471552736
2015-04-30,17778.52,18175.56,17585.01,17840.52,2178914048
2015-05-29,17859.27,18351.36,17733.12,18010.68,1833479464
2015-06-30,18017.82,18188.81,17576.5,17619.51,2219634160
2015-07-31,17638.12,18137.12,17399.17,17689.86,2040549816
2015-08-31,17696.74,17704.76,15370.33,16528.03,2727232024
2015-09-30,16528.03,16933.43,15942.37,16284.7,2724581832
2015-10-30,16278.62,17799.96,16013.66,17663.54,2609808352
2015-11-30,17672.62,17977.85,17210.43,17719.92,2299409048
2015-12-31,17719.72,17901.58,17116.73,17425.03,2521670424
2016-01-29,17405.48,17405.48,15450.56,16466.3,2846597112
